STATION,MV_19_01,MV_19_02,MV_19_03,MV_19_04,MV_19_05,MV_19_06,MV_19_07,MV_19_08,MV_19_09,MV_19_10,MV_19_11,MV_19_12,19_VOLUME,MV_21_01,MV_21_02,MV_21_03,MV_21_04,MV_21_05,MV_21_06,MV_21_07,MV_21_08,MV_21_09,MV_21_10,MV_21_11,MV_21_12,21_VOLUME,Yearly_change,Yearly_percentage_change
34 ST-PENN STA,5504929.0,5868708.0,6418875.0,6534938.0,6657381.0,6533695.0,6203260.0,5855564.0,6358889.0,6630379.0,6472993.0,6421292.0,75460903.0,1469903.0,1415968.0,1649706.0,1745467.0,2000839.0,2230504.0,2411533.0,2311332.0,2430376.0,2891074.0,2957579.0,2928322.0,26442603.0,-49018300.0,-64.9585388608456
23 ST,3884682.0,4363936.0,4384837.0,4374476.0,4368606.0,4343478.0,3914604.0,3919561.0,4404323.0,4547412.0,4505293.0,4224369.0,51235577.0,987764.0,971975.0,1141948.0,1210563.0,1393682.0,1556848.0,1591177.0,1551472.0,1674339.0,2022306.0,2011150.0,1962725.0,18075949.0,-33159628.0,-64.7199269367065
GRD CNTRL-42 ST,3823963.0,3986867.0,4487548.0,4482559.0,4225514.0,3988242.0,3991175.0,4056106.0,4447105.0,3999440.0,3489353.0,3723680.0,48701552.0,814184.0,829427.0,1001423.0,1079864.0,1220828.0,1395179.0,1462393.0,1400493.0,1520077.0,1774268.0,1810746.0,1789320.0,16098202.0,-32603350.0,-66.94519714689996
34 ST-HERALD SQ,3661640.0,3797892.0,4020062.0,4004639.0,4055333.0,4018926.0,3623661.0,3706250.0,3891665.0,4063206.0,4062003.0,4019328.0,46924605.0,944578.0,912842.0,1046219.0,1106740.0,1254298.0,1345958.0,1342083.0,1331044.0,1501526.0,1677951.0,1728463.0,1780447.0,15972149.0,-30952456.0,-65.96210239809157
TIMES SQ-42 ST,3444907.0,3651732.0,3819856.0,3995950.0,4004943.0,4048436.0,3846766.0,3722267.0,3992141.0,3977871.0,3851326.0,3723501.0,46079696.0,789770.0,741985.0,901589.0,996335.0,1146675.0,1239819.0,1291364.0,1249645.0,1474532.0,1689257.0,1691599.0,1699037.0,14911607.0,-31168089.0,-67.63952826424897
FULTON ST,3243194.0,3504207.0,3842238.0,3947543.0,4065620.0,4085163.0,3867103.0,3829366.0,4050624.0,4128187.0,3679817.0,3588840.0,45831902.0,891874.0,864640.0,1016054.0,1078270.0,1238596.0,1374770.0,1456318.0,1453366.0,1588871.0,1799017.0,1736234.0,1739528.0,16237538.0,-29594364.0,-64.57153796497471
42 ST-PORT AUTH,3147133.0,3335721.0,3523662.0,3613560.0,3698812.0,3682242.0,3470533.0,3500098.0,3595783.0,3668526.0,3552194.0,3528738.0,42317002.0,769649.0,746619.0,850776.0,907844.0,1014562.0,1160589.0,1244834.0,1214495.0,1324163.0,1475782.0,1550930.0,1556598.0,13816841.0,-28500161.0,-67.34919690199226
125 ST,2966979.0,3280439.0,3479358.0,3439859.0,3595036.0,3558483.0,3265677.0,3257218.0,3606879.0,3610587.0,3419619.0,3247363.0,40727497.0,1030262.0,1012840.0,1135913.0,1189007.0,1299177.0,1390287.0,1409281.0,1364660.0,1490654.0,1657036.0,1623002.0,1589758.0,16191877.0,-24535620.0,-60.243378079433654
86 ST,3136348.0,3263934.0,3455643.0,3528528.0,3597092.0,3450081.0,3064139.0,3068299.0,3510450.0,3589174.0,3495818.0,3419469.0,40578975.0,975650.0,966866.0,1104181.0,1181810.0,1335826.0,1400524.0,1388942.0,1384163.0,1495152.0,1765168.0,1695143.0,1675082.0,16368507.0,-24210468.0,-59.66259128033668
14 ST-UNION SQ,2999947.0,3181593.0,3216745.0,3292789.0,3546112.0,3528176.0,3149459.0,3256051.0,3506236.0,3528605.0,3412054.0,3202708.0,39820475.0,750766.0,738816.0,865016.0,926001.0,1046034.0,1101126.0,1157895.0,1135198.0,1240078.0,1351675.0,1358857.0,1336146.0,13007608.0,-26812867.0,-67.33437258093983
CANAL ST,2547402.0,2717001.0,2907803.0,3065215.0,3093896.0,3163749.0,2875805.0,2857028.0,3113672.0,3071887.0,2843502.0,2812318.0,35069278.0,650624.0,644021.0,769527.0,858520.0,991637.0,1056150.0,1119986.0,1105166.0,1226568.0,1340035.0,1357451.0,1334093.0,12453778.0,-22615500.0,-64.4880684455494
14 ST,2235927.0,2487354.0,2640694.0,2643915.0,2760544.0,2678188.0,2459087.0,2302885.0,2810652.0,3008323.0,2775630.0,2669445.0,31472644.0,623289.0,622888.0,725447.0,795202.0,930646.0,1040465.0,1081928.0,1043206.0,1170437.0,1335689.0,1308678.0,1246173.0,11924048.0,-19548596.0,-62.11297659008248
59 ST,2321397.0,2480927.0,2582309.0,2682200.0,2767398.0,2651201.0,2454439.0,2531064.0,2350471.0,2734942.0,2766810.0,2652514.0,30975672.0,868756.0,877038.0,969019.0,1037572.0,1128403.0,1178201.0,1216060.0,1205514.0,1271491.0,1453709.0,1437425.0,1465439.0,14108627.0,-16867045.0,-54.452555541006504
59 ST COLUMBUS,2278211.0,2441132.0,2520581.0,2660476.0,2656139.0,2707196.0,2408692.0,2392925.0,2607283.0,2697857.0,2567009.0,2484071.0,30421572.0,619771.0,623546.0,714865.0,756993.0,868581.0,934910.0,934431.0,912630.0,1007580.0,1181503.0,1166527.0,1146245.0,10867582.0,-19553990.0,-64.27672442436571
96 ST,2227374.0,2356899.0,2514346.0,2568718.0,2644605.0,2696933.0,2384703.0,2155768.0,2570524.0,2618456.0,2459914.0,2322911.0,29521151.0,743263.0,732433.0,844384.0,860424.0,986292.0,1023777.0,1011580.0,1007898.0,1111563.0,1294400.0,1253167.0,1230232.0,12099413.0,-17421738.0,-59.01442663939492
FLUSHING-MAIN,2175425.0,2317775.0,2434653.0,2053281.0,2386032.0,2490825.0,2377031.0,2429005.0,2595720.0,2402700.0,2148869.0,2425492.0,28236808.0,663126.0,615074.0,688417.0,677547.0,817220.0,844981.0,889230.0,888106.0,1090704.0,1149612.0,1152484.0,1132343.0,10608844.0,-17627964.0,-62.42902526376211
CHAMBERS ST,1955238.0,2228351.0,2430904.0,2385003.0,2461899.0,2312876.0,2090928.0,2039184.0,2403993.0,2353626.0,2165224.0,2063558.0,26890784.0,424245.0,420132.0,493559.0,526353.0,629949.0,686830.0,740644.0,739452.0,842308.0,972964.0,901560.0,903851.0,8281847.0,-18608937.0,-69.20191319077941
50 ST,1996245.0,2129295.0,2149899.0,2199980.0,2215508.0,2204558.0,2038490.0,1939927.0,2117021.0,2166087.0,2236592.0,2262888.0,25656490.0,392006.0,377243.0,458961.0,462822.0,568899.0,656924.0,729892.0,722584.0,729064.0,973650.0,1009712.0,1010514.0,8092271.0,-17564219.0,-68.45916569257915
72 ST,1813453.0,1910194.0,2144447.0,2145046.0,2283879.0,2166202.0,1924144.0,1822767.0,2262263.0,2397767.0,2145798.0,2054306.0,25070266.0,574937.0,565019.0,655169.0,739559.0,823450.0,870944.0,893731.0,853836.0,948422.0,1105335.0,1083293.0,1045701.0,10159396.0,-14910870.0,-59.47631349424055
28 ST,1402837.0,2032200.0,2075367.0,2185644.0,2176409.0,2118436.0,1958896.0,1907667.0,2060640.0,2138762.0,2110674.0,2036926.0,24204458.0,443859.0,486599.0,561724.0,590296.0,680913.0,739541.0,771744.0,772234.0,808805.0,946400.0,954252.0,945331.0,8701698.0,-15502760.0,-64.04919292140316
JKSN HT-ROOSVLT,1705501.0,1823978.0,1906427.0,1952576.0,1993781.0,2015484.0,1910850.0,1700029.0,1983348.0,1990677.0,1890850.0,1861140.0,22734641.0,521214.0,516714.0,565983.0,586780.0,651908.0,694028.0,721829.0,713422.0,761451.0,887302.0,889447.0,873696.0,8383774.0,-14350867.0,-63.123349957450394
ATL AV-BARCLAY,1801028.0,1842007.0,1944432.0,1982042.0,1939262.0,1952595.0,1714974.0,1729315.0,1862870.0,1977101.0,1960984.0,1938698.0,22645308.0,575684.0,562725.0,631978.0,676302.0,760120.0,814605.0,800673.0,791450.0,888479.0,1027933.0,1022163.0,1051230.0,9603342.0,-13041966.0,-57.59235423073071
WALL ST,1348072.0,1584412.0,1753532.0,1834848.0,1866271.0,1902083.0,1730919.0,1660695.0,1809671.0,1834616.0,1664467.0,1646615.0,20636201.0,293889.0,291046.0,339195.0,356165.0,428294.0,468034.0,510187.0,499456.0,518048.0,624990.0,593639.0,600135.0,5523078.0,-15113123.0,-73.23597497426974
47-50 STS ROCK,1523362.0,1454646.0,1647951.0,1617454.0,1703415.0,1687711.0,1537734.0,1610045.0,1657440.0,1776592.0,1754868.0,2109199.0,20080417.0,418253.0,396248.0,448556.0,477276.0,530684.0,597233.0,606350.0,628651.0,687419.0,770548.0,833686.0,938203.0,7333107.0,-12747310.0,-63.48130121002965
7 AV,1342425.0,1465643.0,1744079.0,1759753.0,1826672.0,1854586.0,1604320.0,1595812.0,1741813.0,1821663.0,1529287.0,1496540.0,19782593.0,364291.0,364499.0,432849.0,462212.0,556489.0,639406.0,648799.0,643256.0,679752.0,821891.0,818292.0,788734.0,7220470.0,-12562123.0,-63.500891920487874
PATH NEW WTC,1466570.0,1576571.0,1590128.0,1649270.0,1614764.0,1604243.0,1607098.0,1577318.0,1633676.0,1664970.0,1591444.0,1772179.0,19348231.0,501211.0,460291.0,570889.0,597511.0,668025.0,750052.0,797013.0,793698.0,821460.0,887238.0,865225.0,878389.0,8591002.0,-10757229.0,-55.59799756370492
145 ST,1316749.0,1456746.0,1515009.0,1343681.0,1540382.0,1520378.0,1418184.0,1426542.0,1553802.0,1580730.0,1498555.0,1442603.0,17613361.0,423008.0,417595.0,478596.0,537418.0,595369.0,624216.0,612309.0,633205.0,681942.0,778203.0,751887.0,737708.0,7271456.0,-10341905.0,-58.71624955623177
JAY ST-METROTEC,1216392.0,1445758.0,1520443.0,1546010.0,1570333.0,1469744.0,1353624.0,1390814.0,1584704.0,1573208.0,1481457.0,1421853.0,17574340.0,325412.0,341583.0,387269.0,441129.0,504942.0,575982.0,550222.0,543871.0,658353.0,775964.0,713174.0,727100.0,6545001.0,-11029339.0,-62.75819746289192
LEXINGTON AV/53,1285192.0,1437810.0,1481618.0,1475634.0,1540644.0,1540380.0,1409829.0,1414720.0,1495792.0,1514094.0,1410882.0,1419780.0,17426375.0,329298.0,326588.0,389276.0,413694.0,460316.0,519979.0,550319.0,539464.0,551258.0,687666.0,652306.0,627647.0,6047811.0,-11378564.0,-65.29507140756468
CHURCH AV,1326989.0,1429186.0,1550498.0,1494223.0,1529724.0,1505524.0,1383583.0,1347625.0,1450437.0,1444609.0,1374086.0,1384571.0,17221055.0,530909.0,521753.0,583580.0,600914.0,652438.0,669295.0,663694.0,649172.0,678389.0,794086.0,770705.0,760532.0,7875467.0,-9345588.0,-54.26838251198896
W 4 ST-WASH SQ,1275474.0,1396130.0,1468619.0,1436707.0,1470760.0,1491238.0,1376249.0,1373419.0,1483028.0,1521860.0,1491447.0,1407598.0,17192529.0,309084.0,293288.0,338999.0,345647.0,402133.0,433436.0,440262.0,437982.0,502452.0,556335.0,557544.0,546571.0,5163733.0,-12028796.0,-69.96525060391058
8 AV,1103472.0,1094311.0,1213733.0,1352613.0,1318584.0,1359650.0,1348797.0,1393372.0,1507968.0,1505224.0,1415861.0,1435163.0,16048748.0,387388.0,385635.0,460029.0,483021.0,551962.0,607429.0,632405.0,625966.0,682756.0,782267.0,771949.0,766426.0,7137233.0,-8911515.0,-55.527789457470455
77 ST,1201152.0,1173298.0,1363979.0,1389709.0,1411050.0,1370578.0,1179294.0,1224038.0,1396910.0,1418861.0,1290457.0,1272534.0,15691860.0,365797.0,371180.0,404479.0,407465.0,446763.0,467926.0,421440.0,461161.0,496903.0,599757.0,601095.0,601966.0,5645932.0,-10045928.0,-64.0199950802518
42 ST-BRYANT PK,1171904.0,1171092.0,1273708.0,1221621.0,1174828.0,1352690.0,1263289.0,1305170.0,1317192.0,1404683.0,1362259.0,1400952.0,15419388.0,323547.0,307258.0,358771.0,390718.0,431569.0,469645.0,464880.0,473133.0,550268.0,586594.0,617419.0,635579.0,5609381.0,-9810007.0,-63.62124748401169
116 ST,1153256.0,1205706.0,1289761.0,1282961.0,1349057.0,1318692.0,1153623.0,1141335.0,1316067.0,1323512.0,1267808.0,1224967.0,15026745.0,485502.0,479991.0,538010.0,567492.0,622986.0,618893.0,598406.0,610012.0,643968.0,765237.0,748827.0,747006.0,7426330.0,-7600415.0,-50.57925052963899
72 ST-2 AVE,1108523.0,1218408.0,1294291.0,1262967.0,1314092.0,1295303.0,1173097.0,1165112.0,1267046.0,1299033.0,1221969.0,1187884.0,14807725.0,315282.0,311057.0,378634.0,387851.0,447963.0,477081.0,482575.0,470485.0,508938.0,600974.0,582874.0,550243.0,5513957.0,-9293768.0,-62.76297000383246
KINGS HWY,1100932.0,1174983.0,1243514.0,1236491.0,1285791.0,1293994.0,1161390.0,1157354.0,1346961.0,1286966.0,1262638.0,1243495.0,14794509.0,458797.0,441757.0,510424.0,536870.0,589139.0,605143.0,589723.0,593165.0,655287.0,739907.0,700260.0,692856.0,7113328.0,-7681181.0,-51.919134322065034
103 ST,1176117.0,1212825.0,1278839.0,1280735.0,1322605.0,1190798.0,1070200.0,1139413.0,1251931.0,1283164.0,1255559.0,1213834.0,14676020.0,372160.0,367429.0,422022.0,447421.0,499221.0,533998.0,512484.0,527522.0,560532.0,649052.0,649183.0,640158.0,6181182.0,-8494838.0,-57.88243679144618
DELANCEY/ESSEX,1004952.0,1141554.0,1254236.0,1114882.0,1267827.0,1258591.0,1181393.0,1152777.0,1286873.0,1299180.0,1271064.0,1220987.0,14454316.0,373388.0,379944.0,428377.0,451043.0,504964.0,550279.0,578205.0,559956.0,592203.0,698406.0,701400.0,687559.0,6505724.0,-7948592.0,-54.991132060486294
33 ST,1112761.0,1183277.0,1193468.0,1246808.0,1264876.0,1214213.0,1111850.0,1154832.0,1204920.0,1254400.0,1178640.0,1145185.0,14265230.0,301297.0,299018.0,343812.0,364942.0,410913.0,436022.0,428850.0,453564.0,451258.0,526237.0,544357.0,531224.0,5091494.0,-9173736.0,-64.30836376279947
JAMAICA CENTER,1066121.0,1191340.0,1215188.0,1228694.0,1229818.0,1185009.0,1007513.0,1174625.0,1235090.0,1264602.0,1189185.0,1193972.0,14181157.0,327959.0,318001.0,346590.0,369313.0,409384.0,445415.0,439830.0,421711.0,464417.0,494588.0,522173.0,517546.0,5076927.0,-9104230.0,-64.1994866850427
BOROUGH HALL,1077446.0,1156335.0,1216034.0,1244983.0,1279119.0,1244100.0,1114324.0,1084860.0,1216960.0,1227617.0,1171243.0,1099787.0,14132808.0,286398.0,278985.0,327082.0,347806.0,385037.0,420111.0,405288.0,410170.0,455668.0,545151.0,548863.0,543359.0,4953918.0,-9178890.0,-64.9473904973449
GRAND ST,1074993.0,989058.0,1197582.0,1216159.0,1238049.0,1214721.0,1086062.0,1102251.0,1225731.0,1229324.0,1150335.0,1190551.0,13914816.0,320999.0,307931.0,363469.0,357572.0,417284.0,438219.0,414027.0,428678.0,488837.0,555860.0,559827.0,516492.0,5169195.0,-8745621.0,-62.85114370179239
57 ST-7 AV,1111856.0,992574.0,1020892.0,1090649.0,1020368.0,1009896.0,892353.0,1025699.0,1254024.0,1272785.0,1343842.0,1257327.0,13292265.0,250388.0,254142.0,298178.0,330614.0,393367.0,446739.0,489858.0,485764.0,524109.0,622894.0,646728.0,629821.0,5372602.0,-7919663.0,-59.58098939496015
B'WAY-LAFAYETTE,864975.0,1001266.0,1043828.0,1089999.0,1142228.0,1155420.0,1063566.0,1108231.0,1212600.0,1226910.0,1124285.0,1088312.0,13121620.0,253764.0,251158.0,297709.0,325563.0,389545.0,430216.0,430226.0,430141.0,472610.0,535095.0,512423.0,501935.0,4830385.0,-8291235.0,-63.18758659372852
BOWLING GREEN,913109.0,978297.0,1094302.0,1121617.0,1135921.0,1154252.0,1073727.0,1112654.0,1180342.0,1161275.0,1026204.0,1022656.0,12974356.0,236453.0,223714.0,270442.0,303474.0,341757.0,372521.0,373452.0,371642.0,390326.0,456491.0,411355.0,455857.0,4207484.0,-8766872.0,-67.57076805970176
CROWN HTS-UTICA,920447.0,984191.0,1069903.0,1048225.0,1125591.0,1112441.0,1025739.0,1008136.0,1133201.0,1107481.0,1051219.0,1025345.0,12611919.0,349607.0,337623.0,386855.0,414877.0,433982.0,461912.0,447693.0,455464.0,476206.0,543240.0,513490.0,499993.0,5320942.0,-7290977.0,-57.81021111854588
66 ST-LINCOLN,1033062.0,1092741.0,1080036.0,1089911.0,1105080.0,1041071.0,882490.0,775987.0,1052133.0,1082620.0,1139751.0,1123761.0,12498643.0,195099.0,196824.0,229344.0,236176.0,312646.0,336203.0,314047.0,332102.0,361272.0,520643.0,526211.0,533641.0,4094208.0,-8404435.0,-67.24277987618336
181 ST,975844.0,1049548.0,1103634.0,1056370.0,1076462.0,997201.0,938124.0,947386.0,1032341.0,1065985.0,1051791.0,997045.0,12291731.0,185885.0,172585.0,205866.0,210522.0,216392.0,244251.0,238306.0,235577.0,222853.0,302651.0,304265.0,455782.0,2994935.0,-9296796.0,-75.63455464490721
SUTPHIN-ARCHER,828910.0,954505.0,1001197.0,1033894.0,1080365.0,1032025.0,1000243.0,1033451.0,1099853.0,1090373.0,1007438.0,1027106.0,12189360.0,317703.0,300009.0,359737.0,381042.0,446186.0,483749.0,494097.0,480599.0,491916.0,571448.0,563564.0,559344.0,5449394.0,-6739966.0,-55.29384643656435
51 ST,931034.0,944442.0,1013435.0,1042962.0,1005786.0,1044866.0,953916.0,971476.0,1007521.0,1058465.0,996921.0,1048949.0,12019773.0,182858.0,185890.0,211647.0,222402.0,261487.0,305991.0,297910.0,309886.0,322023.0,383849.0,403447.0,425604.0,3512994.0,-8506779.0,-70.77320844578347
161/YANKEE STAD,782202.0,767254.0,877248.0,1151568.0,1138158.0,1206850.0,1078916.0,1109206.0,1166791.0,1028790.0,845271.0,833734.0,11985988.0,338751.0,339434.0,386668.0,413227.0,457954.0,492421.0,482681.0,512050.0,545215.0,520016.0,487552.0,478695.0,5454664.0,-6531324.0,-54.49132770698586
KEW GARDENS,953379.0,995556.0,983106.0,1000649.0,1011973.0,1056134.0,916180.0,936554.0,985247.0,1011070.0,1043259.0,970549.0,11863656.0,297570.0,299007.0,337440.0,340894.0,359443.0,376930.0,393275.0,390262.0,394437.0,484603.0,477096.0,469978.0,4620935.0,-7242721.0,-61.04965450785154
GROVE STREET,867140.0,923996.0,991665.0,1016479.0,914957.0,997004.0,912108.0,980039.0,1022412.0,1079496.0,978818.0,966815.0,11650929.0,203127.0,202469.0,239459.0,269529.0,333049.0,375833.0,392365.0,399208.0,429861.0,491975.0,494210.0,483813.0,4314898.0,-7336031.0,-62.9652021740069
86 ST-2 AVE,861972.0,941088.0,996989.0,996023.0,1012910.0,1008818.0,903137.0,912097.0,963421.0,1014227.0,916465.0,892755.0,11419902.0,244203.0,237150.0,279972.0,289134.0,347835.0,370582.0,371240.0,369899.0,416242.0,477722.0,464441.0,432015.0,4300435.0,-7119467.0,-62.34262780889013
5 AV/53 ST,840244.0,943484.0,928526.0,944507.0,1037800.0,1004434.0,875434.0,848359.0,916445.0,943357.0,967493.0,1092396.0,11342479.0,174884.0,168974.0,191665.0,185861.0,229754.0,269151.0,288258.0,280506.0,270267.0,346895.0,378295.0,416623.0,3201133.0,-8141346.0,-71.77748356421907
DEKALB AV,913890.0,888023.0,940622.0,1040938.0,945167.0,975990.0,860674.0,871932.0,977197.0,981209.0,918098.0,910601.0,11224341.0,348913.0,344930.0,395172.0,421463.0,465234.0,471930.0,472794.0,475755.0,534746.0,625666.0,591957.0,575182.0,5723742.0,-5500599.0,-49.005986186627794
49 ST,1002914.0,997345.0,1035005.0,972448.0,894726.0,931740.0,883096.0,875569.0,859453.0,833293.0,901874.0,990848.0,11178311.0,175149.0,176656.0,204518.0,226336.0,265683.0,289978.0,347210.0,344758.0,375900.0,454894.0,500220.0,527107.0,3888409.0,-7289902.0,-65.21470014566601
FOREST HILLS 71,867248.0,928693.0,944666.0,935474.0,969929.0,970618.0,872227.0,893881.0,903110.0,838891.0,949427.0,914911.0,10989075.0,283584.0,277411.0,311176.0,314750.0,346586.0,363811.0,381602.0,385304.0,397227.0,481381.0,484421.0,497229.0,4524482.0,-6464593.0,-58.8274536300826
JOURNAL SQUARE,824182.0,865840.0,870271.0,953272.0,915659.0,982402.0,927496.0,877994.0,932433.0,955853.0,827275.0,957079.0,10889756.0,306451.0,301344.0,340175.0,354884.0,392756.0,414304.0,434735.0,425067.0,475393.0,507287.0,526655.0,508385.0,4987436.0,-5902320.0,-54.2006634492086
68ST-HUNTER CO,741449.0,946528.0,985866.0,937047.0,971440.0,872363.0,747058.0,803807.0,993024.0,1003071.0,972802.0,895516.0,10869971.0,231979.0,234646.0,252220.0,267954.0,297205.0,308176.0,272787.0,303089.0,340797.0,430793.0,427514.0,401372.0,3768532.0,-7101439.0,-65.33079987057923
THIRTY THIRD ST,883414.0,936919.0,933084.0,959124.0,912193.0,888121.0,782818.0,837196.0,924584.0,965645.0,909194.0,885385.0,10817677.0,206150.0,186768.0,227714.0,242877.0,269310.0,305470.0,314632.0,330681.0,348353.0,396042.0,407803.0,400403.0,3636203.0,-7181474.0,-66.3864709585986
WOODHAVEN BLVD,859511.0,853284.0,860339.0,859660.0,890599.0,886981.0,816088.0,800047.0,890992.0,896402.0,1002965.0,1005587.0,10622455.0,311376.0,310635.0,355273.0,378882.0,415536.0,420082.0,408639.0,394767.0,363738.0,494376.0,418672.0,496414.0,4768390.0,-5854065.0,-55.110282886583185
JUNCTION BLVD,775747.0,806307.0,893872.0,878804.0,921286.0,912457.0,862069.0,862852.0,893261.0,901440.0,822017.0,821794.0,10351906.0,234526.0,234988.0,229975.0,259400.0,319215.0,331148.0,324178.0,330610.0,309111.0,246913.0,283745.0,386232.0,3490041.0,-6861865.0,-66.28600568822785
LEXINGTON AV/63,752013.0,824766.0,895588.0,883417.0,908160.0,925209.0,835219.0,813948.0,829526.0,950468.0,881526.0,842407.0,10342247.0,230230.0,246874.0,278964.0,302448.0,344097.0,367911.0,355183.0,350027.0,384834.0,396902.0,432486.0,423628.0,4113584.0,-6228663.0,-60.225432635673855
CORTLANDT ST,793524.0,778338.0,831592.0,896454.0,870865.0,890120.0,882996.0,880644.0,805821.0,867727.0,835844.0,938514.0,10272439.0,143731.0,137950.0,160255.0,175957.0,211976.0,262529.0,309518.0,269308.0,305121.0,336819.0,341821.0,322609.0,2977594.0,-7294845.0,-71.01375827103962
34 ST-HUDSON YD,416341.0,483857.0,793943.0,984818.0,872316.0,931805.0,901819.0,901821.0,915662.0,1002922.0,918688.0,815158.0,9939150.0,184248.0,183078.0,235364.0,277092.0,304281.0,328647.0,311939.0,319518.0,338748.0,339787.0,329574.0,403936.0,3556212.0,-6382938.0,-64.22015967160169
96 ST-2 AVE,733359.0,797515.0,846080.0,831068.0,861225.0,862005.0,791942.0,767083.0,853646.0,861884.0,817036.0,788107.0,9810950.0,244997.0,223357.0,237859.0,274396.0,324898.0,331451.0,346100.0,339349.0,365655.0,414984.0,417001.0,393984.0,3914031.0,-5896919.0,-60.10548417839251
FRANKLIN AV,752427.0,779520.0,826197.0,816565.0,853383.0,842955.0,780955.0,739049.0,890698.0,893946.0,823798.0,760180.0,9759673.0,255026.0,259189.0,283789.0,295537.0,325203.0,335675.0,341460.0,337981.0,376323.0,423374.0,413700.0,413010.0,4060267.0,-5699406.0,-58.39750983460204
61 ST WOODSIDE,692623.0,713977.0,834544.0,840330.0,782915.0,888791.0,824689.0,813145.0,870349.0,860958.0,833083.0,799255.0,9754659.0,261986.0,248302.0,274853.0,269813.0,292989.0,310419.0,319322.0,319889.0,340864.0,334354.0,392257.0,400907.0,3765955.0,-5988704.0,-61.393268590936906
BROOKLYN BRIDGE,666901.0,750501.0,839802.0,857058.0,876881.0,847012.0,787534.0,805671.0,876310.0,859794.0,776680.0,734448.0,9678592.0,143565.0,147233.0,176211.0,192796.0,228052.0,255191.0,279881.0,277867.0,309583.0,363600.0,336701.0,345852.0,3056532.0,-6622060.0,-68.41966269473907
COURT SQ,710349.0,767899.0,857832.0,901321.0,856871.0,826650.0,757675.0,762321.0,853479.0,850952.0,793755.0,715274.0,9654378.0,187287.0,183253.0,194927.0,199939.0,226855.0,234500.0,267251.0,277470.0,333880.0,372729.0,359118.0,344654.0,3181863.0,-6472515.0,-67.04227864291205
WHITEHALL S-FRY,673593.0,701109.0,775003.0,857461.0,846952.0,868969.0,857934.0,915316.0,787861.0,843601.0,725363.0,778499.0,9631661.0,162879.0,157292.0,186669.0,199411.0,242364.0,265213.0,284335.0,254959.0,276457.0,305335.0,316311.0,304101.0,2955326.0,-6676335.0,-69.31654882787092
BEDFORD AV,982707.0,790410.0,688757.0,914976.0,810440.0,838390.0,760261.0,719363.0,749597.0,819675.0,775816.0,780230.0,9630622.0,292447.0,304588.0,355982.0,372673.0,430158.0,452436.0,446223.0,434062.0,507534.0,584771.0,571747.0,555516.0,5308137.0,-4322485.0,-44.88271889396137
ASTOR PL,675294.0,788378.0,861083.0,855388.0,864422.0,835604.0,724861.0,710713.0,801117.0,884040.0,773923.0,748134.0,9522957.0,141058.0,148192.0,171907.0,190479.0,217640.0,249470.0,231711.0,242543.0,281996.0,317585.0,323656.0,312278.0,2828515.0,-6694442.0,-70.2979337195369
NOSTRAND AV,744313.0,743584.0,794868.0,845916.0,821162.0,849729.0,792136.0,784977.0,829039.0,818337.0,779531.0,706188.0,9509780.0,264062.0,284805.0,344789.0,366258.0,398027.0,370155.0,407102.0,409168.0,435485.0,492753.0,488713.0,480414.0,4741731.0,-4768049.0,-50.13837333776386
103 ST-CORONA,739447.0,779144.0,772160.0,801974.0,789439.0,796137.0,747037.0,766575.0,811644.0,812922.0,799129.0,785390.0,9400998.0,249851.0,229995.0,254930.0,263496.0,319650.0,331690.0,330898.0,336296.0,380930.0,436774.0,436120.0,432961.0,4003591.0,-5397407.0,-57.41312784025696
82 ST-JACKSON H,688508.0,736888.0,666323.0,793772.0,792070.0,809972.0,751584.0,753590.0,823082.0,831306.0,794225.0,753332.0,9194652.0,222212.0,208395.0,230384.0,243439.0,278595.0,280583.0,287931.0,273442.0,319123.0,378994.0,369604.0,355039.0,3447741.0,-5746911.0,-62.50275703746047
2 AV,683132.0,784699.0,794022.0,669377.0,776529.0,770854.0,719883.0,710312.0,770980.0,780055.0,779142.0,788029.0,9027014.0,178981.0,181057.0,206852.0,241855.0,245636.0,286292.0,303584.0,269751.0,320131.0,355294.0,347468.0,331194.0,3268095.0,-5758919.0,-63.796500149440334
